Source,Sink,common_neighbors,AAprediction,exist_in_training_dataset,source_parents_count,source_non_leaf_descendants_count,source_leaf_descendans_count,sink_parent_non_leaf_descendants_count,sink_parent_leaf_descendans_count,sink_parents_count
108320,2097508,0,0.0,0,102,96.0,498.0,6006,762091,4
3721905,2991095,0,0.0,0,5,4.0,31.0,122,709,1
3116682,999104,0,0.0,0,130,113.0,153.0,931,106983,1
4114513,3244193,0,0.0,0,23,6.0,18.0,386,46774,1
2277901,1955446,0,0.0,0,43,65.0,442.0,145,4684,1
2599983,1527477,0,0.0,0,90,43.0,67.0,5028,756765,1
4109668,198278,0,0.0,0,81,86.0,160.0,288,11776,1
311061,3702484,0,0.0,0,7,3.0,34.0,472,410947,1
2278692,4003621,0,0.0,0,10,24.0,59.0,12745,814813,22
3510620,1953808,0,0.0,0,116,17.0,9.0,874,270651,1
952617,4473436,0,0.0,0,274,144.0,231.0,339,9424,1
3738701,2500743,0,0.0,0,118,163.0,228.0,472,410947,1
4134210,1981566,0,0.0,0,3,0.0,51.0,5028,756765,1
3832051,123070,0,0.0,0,95,58.0,77.0,5028,756765,1
4586037,1585498,0,0.0,0,100,161.0,282.0,1856,173923,3
4806365,1484832,0,0.0,0,5,2.0,1.0,5311,871980,4
4428300,2519397,1,0.07734508450738445,0,30,60.0,58.0,1992,780331,2
203866,574592,0,0.0,0,4,7.0,5.0,58,94,1
2824807,1405932,0,0.0,0,35,59.0,336.0,291,762,1
3205428,3178608,0,0.0,0,1,2.0,3.0,368,6103,1
810847,4630273,0,0.0,0,33,63.0,0.0,1559,155347,1
253647,6511,0,0.0,0,17,27.0,451.0,2667,147315,5
1413434,2936658,0,0.0,0,8,13.0,92.0,1693,106186,4
1375391,1581332,0,0.0,0,4,5.0,11.0,6331,874960,4
1886568,602606,0,0.0,0,111,0.0,23.0,1665,507780,1
4230186,1299731,0,0.0,0,59,52.0,62.0,52020,1612264,91
4088494,1942847,0,0.0,0,124,8.0,97.0,826,2335,8
1118136,1403228,0,0.0,0,48,46.0,84.0,3295,396838,1
4136514,3047094,0,0.0,0,24,37.0,115.0,5837,579843,3
1577526,3606461,0,0.0,0,59,117.0,178.0,874,270651,1
1771754,1004745,0,0.0,0,186,61.0,72.0,118,6831,1
697912,1492251,0,0.0,0,42,52.0,151.0,2459,145194,3
2064953,4080555,0,0.0,0,21,15.0,41.0,3767,807785,2
3400232,457716,0,0.0,0,81,46.0,153.0,1536,131981,2
3726680,4387266,0,0.0,0,21,31.0,103.0,2539,778431,2
1102697,1573763,0,0.0,0,67,99.0,460.0,1527,104332,1
3419799,2278497,0,0.0,0,48,79.0,186.0,460,2002,1
326316,1192808,1,0.08789537416079142,0,18,15.0,58.0,2397,211974,4
2367617,2806513,0,0.0,0,4,2.0,30.0,9197,1424254,3
4538798,3330108,0,0.0,0,46,47.0,120.0,5028,756765,1
886710,3435325,0,0.0,0,9,6.0,38.0,472,410947,1
1374250,328726,0,0.0,0,60,119.0,108.0,1520,369384,1
973111,4713849,0,0.0,0,15,14.0,6.0,874,270651,1
3147877,2662254,0,0.0,0,2,7.0,11.0,472,410947,1
4576342,2500184,0,0.0,0,50,54.0,233.0,472,410947,1
3207771,4381419,0,0.0,0,61,62.0,143.0,256,15203,1
831775,472669,0,0.0,0,2,4.0,64.0,3450,63067,2
3031539,1834405,0,0.0,0,33,24.0,103.0,681,5203,1
686771,318010,0,0.0,0,28,38.0,55.0,806,34782,1
2385163,753341,0,0.0,0,3,7.0,48.0,33,90,1
3123974,4454961,0,0.0,0,2,5.0,17.0,4194,138240,2
2343825,1109926,1,0.07383035914027619,0,4,13.0,25.0,5028,756765,1
372825,827440,0,0.0,0,34,39.0,237.0,364,46170,1
3128762,148878,0,0.0,0,4,0.0,1.0,391,18095,1
4622298,3321753,0,0.0,0,15,35.0,87.0,874,270651,1
636099,3639248,0,0.0,0,9,24.0,113.0,1665,507780,1
4678415,2173638,1,0.07383035914027619,0,28,73.0,111.0,61998,3463469,66
4458786,2691003,0,0.0,0,98,7.0,11.0,1230,41431,5
2370835,169392,0,0.0,0,63,107.0,75.0,386,46774,1
2333576,1168156,0,0.0,0,159,103.0,146.0,2539,778431,2
2005701,1349085,0,0.0,0,3,25.0,31.0,790,14689,2
1191626,3865464,0,0.0,0,5,5.0,12.0,23159,2024255,22
3119414,1342297,0,0.0,0,2,37.0,39.0,21548,1348066,36
2066854,2496717,0,0.0,0,10,3.0,1.0,7255,1189325,6
1611789,4270215,0,0.0,0,10,13.0,21.0,1665,507780,1
2932978,4846016,0,0.0,0,2,2.0,1.0,23322,1678099,19
1069479,4589062,0,0.0,0,74,123.0,255.0,345,27737,1
892717,575691,0,0.0,0,105,197.0,279.0,874,270651,1
3326604,2109104,0,0.0,0,110,91.0,112.0,789,24363,3
4756021,2687139,0,0.0,0,31,20.0,16.0,848,97704,1
1268238,3698166,0,0.0,0,8,3.0,3.0,122,4064,1
2589604,2101159,0,0.0,0,1,19.0,17.0,5473,424646,3
2608552,1655171,1,0.07383035914027619,0,64,92.0,50.0,8593,830255,6
1931875,3290165,0,0.0,0,24,27.0,187.0,763,83818,1
3074730,437477,0,0.0,0,33,62.0,36.0,72,6621,1
3004094,2645982,0,0.0,0,31,40.0,46.0,124,6052,1
4578616,4491664,0,0.0,0,78,77.0,498.0,1862,161518,3
1572721,4795799,0,0.0,0,43,22.0,142.0,2770,625080,2
3440116,4619384,0,0.0,0,67,39.0,145.0,4747,436303,10
4739917,242503,0,0.0,0,98,76.0,100.0,4465,455125,2
2661515,3060202,0,0.0,0,8,13.0,98.0,2527,166972,2
75124,3075888,0,0.0,0,24,36.0,4.0,49,5082,1
1596108,1613595,0,0.0,0,44,62.0,422.0,5028,756765,1
3677626,2241597,0,0.0,0,5,12.0,13.0,4187,561910,6
3527515,1615208,0,0.0,0,9,17.0,21.0,298,3063,1
1562347,2693276,0,0.0,0,47,0.0,80.0,1665,507780,1
2347696,1662590,0,0.0,0,101,106.0,147.0,992,280487,2
2011675,3443168,0,0.0,0,38,34.0,264.0,876,19882,4
4397390,221739,0,0.0,0,134,9.0,23.0,6631,1275632,4
4627005,2214055,1,0.07383035914027619,0,36,60.0,253.0,7311,1209967,3
3506025,1576307,0,0.0,0,22,40.0,28.0,4500,25186,5
477326,2526138,0,0.0,0,20,9.0,85.0,5028,756765,1
2612480,1767182,0,0.0,0,14,58.0,27.0,319,66526,1
3454370,4060415,0,0.0,0,35,37.0,159.0,15124,716321,11
960036,1342411,0,0.0,0,49,36.0,273.0,2084,47515,3
1762695,4189770,0,0.0,0,18,18.0,14.0,1520,369384,1
4331461,753969,0,0.0,0,89,29.0,123.0,5028,756765,1
1369171,2571873,0,0.0,0,47,12.0,146.0,1520,369384,1
625025,4470878,0,0.0,0,2,5.0,36.0,5028,756765,1
1784879,1002523,0,0.0,0,34,65.0,229.0,472,410947,1
2589942,2067777,0,0.0,0,13,29.0,35.0,3295,396838,1
3324258,212474,0,0.0,0,4,21.0,19.0,9054,158575,4
3852191,1805950,0,0.0,0,20,21.0,178.0,143,8646,1
1012788,2279436,0,0.0,0,3,6.0,37.0,82439,5513993,92
1518116,931084,0,0.0,0,77,105.0,331.0,1559,155347,1
3278285,2341364,1,0.1025679230591478,0,22,29.0,320.0,24071,314602,19
2312659,4296719,0,0.0,0,79,95.0,261.0,931,106983,1
1709665,2366043,0,0.0,0,4,11.0,69.0,54,70827,1
859263,2667806,0,0.0,0,4,16.0,30.0,539,8755,4
1832994,4651655,0,0.0,0,29,31.0,65.0,288,1850,1
2900624,4374359,0,0.0,0,8,4.0,58.0,1617,376248,2
3317934,3595472,0,0.0,0,620,108.0,71.0,1559,155347,1
1523587,2396458,0,0.0,0,7,22.0,47.0,895,13442,1
1657835,962109,1,0.07796806287802142,0,37,139.0,407.0,1520,369384,1
1377648,3338382,0,0.0,0,2,1.0,5.0,556,46805,1
1691289,1773796,0,0.0,0,2,1.0,0.0,2867,75984,2
193634,2425852,1,0.07751681639600151,0,18,32.0,226.0,4854,552185,2
3400126,931191,0,0.0,0,52,84.0,270.0,3295,396838,1
1530855,2940054,0,0.0,0,41,67.0,51.0,5994,949467,3
1006206,2616071,0,0.0,0,30,50.0,168.0,5028,756765,1
2222565,180951,0,0.0,0,13,16.0,55.0,3024,95598,1
3394324,1900853,0,0.0,0,1,4.0,36.0,3,453,1
205138,4367950,0,0.0,0,1,6.0,6.0,71,20545,2
4173475,534737,0,0.0,0,16,8.0,19.0,140,49244,1
1422507,1450784,0,0.0,0,3,2.0,278.0,1105,117300,1
878959,2087114,0,0.0,0,7,14.0,64.0,5790,803237,4
4106480,4685113,0,0.0,0,10,8.0,153.0,874,270651,1
945723,1617508,0,0.0,0,68,28.0,72.0,44,6208,1
322569,1350964,0,0.0,0,1,1.0,1.0,848,97704,1
317453,2050230,0,0.0,0,86,63.0,256.0,3242,1036027,3
46005,3741260,0,0.0,0,32,39.0,200.0,563,4914,2
3489530,3086042,0,0.0,0,64,61.0,101.0,1574,440211,2
4132037,2601190,0,0.0,0,42,57.0,55.0,298,11381,2
4816163,4520321,0,0.0,0,7,3.0,6.0,3295,396838,1
3067475,3307968,0,0.0,0,5,3.0,2.0,874,270651,1
4624957,2740586,1,0.07383035914027619,0,34,15.0,22.0,5791,840583,2
3908953,4062941,0,0.0,0,10,18.0,32.0,5028,756765,1
3935217,326733,0,0.0,0,24,37.0,21.0,5028,756765,1
3263179,3748531,0,0.0,0,19,11.0,119.0,667,27379,1
2480985,4650553,0,0.0,0,220,32.0,135.0,175,11142,1
2765534,4738106,0,0.0,0,7,4.0,19.0,6176,820180,2
3784784,433722,0,0.0,0,4,13.0,10.0,175,11142,1
4223094,3544670,0,0.0,0,64,2.0,13.0,386,46774,1
1880241,1934461,0,0.0,0,89,114.0,221.0,7958,1960621,6
689598,3641075,0,0.0,0,5,15.0,49.0,230,1174,1
4579537,339995,0,0.0,0,97,3.0,0.0,44341,2280747,53
571163,3332838,0,0.0,0,74,135.0,71.0,5485,760079,3
2073704,1581892,0,0.0,0,23,27.0,134.0,1029,50752,1
1153028,2762998,0,0.0,0,4,10.0,17.0,4169,667489,2
3147493,1275903,0,0.0,0,84,60.0,33.0,5028,756765,1
2988809,1497855,0,0.0,0,2,1.0,23.0,700,4098,2
80650,3900347,0,0.0,0,3,11.0,114.0,748,30037,2
648007,1919353,0,0.0,0,38,55.0,135.0,6548,1126149,2
1600040,1797323,0,0.0,0,24,70.0,509.0,116,8479,1
797513,2337403,0,0.0,0,23,29.0,30.0,188,6131,1
4765703,4233913,0,0.0,0,23,91.0,138.0,54,70827,1
1780278,3843530,0,0.0,0,7,17.0,38.0,1,1949,1
4396556,3289793,0,0.0,0,26,31.0,123.0,874,270651,1
1243607,264976,0,0.0,0,49,48.0,183.0,248,52901,1
1392337,4620261,0,0.0,0,7,15.0,74.0,1167,85234,1
2299928,3215748,0,0.0,0,11,17.0,11.0,6564,262357,12
4137307,3509471,0,0.0,0,312,41.0,56.0,369,20368,1
3388216,2576449,0,0.0,0,368,27.0,49.0,1999,31397,1
4500924,4324196,0,0.0,0,1,24.0,88.0,3295,396838,1
606574,4325171,0,0.0,0,84,63.0,172.0,6,859,1
932921,1479959,0,0.0,0,188,20.0,15.0,39,2511,1
4781899,4098932,0,0.0,0,45,54.0,112.0,1665,507780,1
2383559,3887028,0,0.0,0,3,19.0,135.0,6474,797910,2
2489405,2034331,0,0.0,0,57,72.0,200.0,472,410947,1
2910860,2158849,0,0.0,0,14,25.0,93.0,445,64944,2
1572822,687100,0,0.0,0,35,35.0,198.0,10431,1297686,8
1643056,2846464,0,0.0,0,173,65.0,281.0,9,97,1
884439,933905,0,0.0,0,46,65.0,43.0,514,24960,2
2765534,1996438,0,0.0,0,7,4.0,19.0,1520,369384,1
959216,3886285,0,0.0,0,10,29.0,30.0,64,3308,1
4306205,3746768,0,0.0,0,53,21.0,342.0,2057,18647,11
4582255,3620457,0,0.0,0,18,38.0,75.0,3002,222094,4
3685355,3656766,0,0.0,0,2,5.0,2.0,5401,894118,3
1451992,116825,0,0.0,0,3,14.0,24.0,3767,807785,2
3149964,4198706,0,0.0,0,14,19.0,30.0,248,52901,1
19760,3333477,0,0.0,0,46,19.0,67.0,1665,507780,1
2295980,2777147,0,0.0,0,10,11.0,54.0,5276,809666,2
4031586,944368,0,0.0,0,35,10.0,28.0,884,84232,1
4152864,2971692,0,0.0,0,1,1.0,0.0,5028,756765,1
1782278,400828,0,0.0,0,20,22.0,161.0,2119,64516,6
469504,2043412,1,0.07383035914027619,0,113,120.0,149.0,5028,756765,1
4176997,352241,0,0.0,0,19,32.0,173.0,16495,898677,8
1079387,3893604,0,0.0,0,26,30.0,39.0,1114,67656,1
4006042,3029832,0,0.0,0,49,23.0,106.0,472,410947,1
3514200,170651,0,0.0,0,23,47.0,61.0,31764,2010976,33
4280660,1508796,0,0.0,0,12,17.0,52.0,2418,56348,5
1452,2225557,0,0.0,0,141,43.0,139.0,112,4117,1
2757422,2756009,0,0.0,0,136,8.0,1.0,11,2733,1
1578326,223903,0,0.0,0,11,23.0,46.0,25543,1226494,39
4651030,1771406,0,0.0,0,21,22.0,113.0,5028,756765,1
545464,526002,0,0.0,0,19,19.0,98.0,1114,67656,1
1750352,2180789,0,0.0,0,35,27.0,35.0,766,18920,2
3868228,1190903,0,0.0,0,30,25.0,81.0,884,84232,1
2413856,1512338,0,0.0,0,26,41.0,89.0,1665,507780,1
2050788,1585853,0,0.0,0,5,17.0,12.0,472,410947,1
4165681,4862403,0,0.0,0,95,33.0,0.0,1705,72560,2
979912,2884834,0,0.0,0,11,7.0,26.0,472,410947,1
2449540,294908,0,0.0,0,319,52.0,17.0,23617,1465973,39
579504,3454419,0,0.0,0,12,25.0,530.0,26,178,1
3864253,1385450,2,0.15361129482611352,0,168,95.0,214.0,4960,904618,2
4826272,3878089,0,0.0,0,1,0.0,3.0,249,4825,1
2061150,4401634,0,0.0,0,43,39.0,40.0,386,46774,1
1926258,4768792,0,0.0,0,19,17.0,122.0,244,1648,1
2871308,3660405,0,0.0,0,73,44.0,302.0,1520,369384,1
2503872,3674507,0,0.0,0,146,150.0,303.0,1559,155347,1
55044,4645063,0,0.0,0,16,15.0,85.0,5721,348014,8
869285,2644041,0,0.0,0,5,9.0,31.0,2539,778431,2
596849,1841190,0,0.0,0,20,43.0,24.0,24394,1079518,42
2269232,1665043,0,0.0,0,12,4.0,95.0,1665,507780,1
720811,4297124,0,0.0,0,18,15.0,32.0,6195,841999,2
1708248,1462559,0,0.0,0,33,15.0,363.0,1114,67656,1
3620569,2467716,0,0.0,0,35,21.0,54.0,59,16386,1
4483428,4849883,0,0.0,0,11,23.0,102.0,4169,667489,2
3419452,2896682,0,0.0,0,45,169.0,366.0,70,9442,1
3977410,3228472,0,0.0,0,1,0.0,4.0,472,410947,1
1127824,3826559,0,0.0,0,4,3.0,9.0,850,87679,2
3890211,1438305,0,0.0,0,6,9.0,84.0,395,8294,2
2289695,4854864,0,0.0,0,13,37.0,159.0,1728,27510,2
3224537,4161126,0,0.0,0,31,7.0,31.0,3295,396838,1
2339513,3688260,0,0.0,0,20,32.0,10.0,19,1130,1
4437733,1750007,0,0.0,0,500,35.0,91.0,874,270651,1
4786696,844488,0,0.0,0,54,128.0,388.0,806,34782,1
4442692,1556326,0,0.0,0,11,16.0,28.0,1398,32979,2
2665491,1581150,0,0.0,0,4,2.0,0.0,57,748,2
227067,2747968,0,0.0,0,93,150.0,199.0,3556,124508,7
4241989,3577596,0,0.0,0,285,40.0,26.0,6,30,1
2749210,3888712,0,0.0,0,19,13.0,61.0,280,342,3
2126605,4503159,0,0.0,0,9,11.0,42.0,60,104,1
3959697,622311,0,0.0,0,14,21.0,49.0,2236,531203,4
3608627,1312686,0,0.0,0,48,49.0,142.0,1827,49473,4
1642114,3298861,0,0.0,0,18,54.0,142.0,7598,1359929,4
1338903,1670661,0,0.0,0,9,15.0,8.0,1549,59880,4
2294715,90262,0,0.0,0,25,10.0,19.0,472,410947,1
1593526,448618,0,0.0,0,21,39.0,164.0,1665,507780,1
2752535,918090,0,0.0,0,2,6.0,27.0,59,16386,1
1538554,259649,0,0.0,0,52,45.0,102.0,472,410947,1
3286290,3134049,0,0.0,0,17,22.0,64.0,1114,67656,1
3315034,1458133,0,0.0,0,17,17.0,19.0,92,290,1
976589,3360136,1,0.07383035914027619,0,72,65.0,373.0,25881,1428702,32
936427,3852579,0,0.0,0,2,4.0,11.0,1714,515203,2
1524448,4105841,0,0.0,0,10,22.0,9.0,1559,155347,1
2640762,2679899,0,0.0,0,4,13.0,29.0,146,3140,1
2466890,743941,0,0.0,0,17,22.0,77.0,5028,756765,1
2575404,4637714,0,0.0,0,4,7.0,22.0,1665,507780,1
1139895,602136,0,0.0,0,149,39.0,48.0,763,83818,1
3119580,4161428,0,0.0,0,9,10.0,16.0,4007,400221,5
2255133,1270328,0,0.0,0,19,34.0,58.0,5028,756765,1
4600134,2524817,0,0.0,0,102,48.0,175.0,58668,4071358,70
2653584,972073,0,0.0,0,1,0.0,16.0,49,5082,1
2610005,512300,0,0.0,0,61,56.0,248.0,3079,524731,2
4360753,70185,0,0.0,0,76,106.0,374.0,8161,422687,16
3042280,699305,0,0.0,0,57,4.0,19.0,931,106983,1
741462,3962928,0,0.0,0,142,79.0,123.0,3480,575226,4
2619921,2609584,0,0.0,0,44,33.0,69.0,1999,31397,1
3848441,1823806,0,0.0,0,22,5.0,52.0,610,14575,1
4683970,3847672,0,0.0,0,46,50.0,467.0,1665,507780,1
13696,632360,0,0.0,0,1,10.0,20.0,1577,528247,2
1623115,480039,0,0.0,0,7,4.0,65.0,1520,369384,1
1656161,4600303,0,0.0,0,15,42.0,96.0,361,2369,2
1639743,2603349,0,0.0,0,15,28.0,41.0,3185,877164,2
314720,128072,0,0.0,0,38,40.0,96.0,47475,1736607,43
3804794,3302997,1,0.0864303862565374,0,14,9.0,76.0,14678,790068,10
380525,3682248,0,0.0,0,6,19.0,68.0,472,410947,1
1380235,4561211,0,0.0,0,1,2.0,4.0,3795,665434,3
4756763,52694,0,0.0,0,61,60.0,162.0,9,61,1
3815543,4405324,0,0.0,0,30,38.0,58.0,3949,133804,1
4763509,2749880,0,0.0,0,21,46.0,200.0,3295,396838,1
4367212,2663169,0,0.0,0,25,44.0,145.0,30655,1628209,26
2316110,706901,0,0.0,0,53,17.0,62.0,5028,756765,1
4055,3917620,0,0.0,0,82,136.0,29.0,472,410947,1
933667,2766855,0,0.0,0,2,2.0,1.0,6065,1021918,3
1335260,3201068,0,0.0,0,120,121.0,135.0,2928,61725,4
3773245,687085,0,0.0,0,15,12.0,86.0,319,10567,1
2533991,4540707,1,0.07751681639600151,0,47,106.0,254.0,7874,1371501,5
2725344,2931337,0,0.0,0,123,1.0,0.0,5028,756765,1
439059,4116334,0,0.0,0,18,40.0,377.0,4960,904618,2
2410733,1103653,0,0.0,0,27,32.0,288.0,2459,58809,3
4354993,1530344,0,0.0,0,58,8.0,10.0,140,49244,1
298847,1714226,0,0.0,0,19,27.0,19.0,6726,865151,2
731408,3277395,0,0.0,0,33,27.0,40.0,5028,756765,1
2135471,1830373,1,0.08695382383195438,0,64,88.0,170.0,5719,138852,5
3993692,3386687,0,0.0,0,13,33.0,157.0,6443,582554,14
30168,4083759,0,0.0,0,53,52.0,59.0,3024,95598,1
4376408,163223,0,0.0,0,14,17.0,160.0,1472,100038,1
1677935,2964610,0,0.0,0,13,21.0,206.0,585,24862,1
2822949,4576409,0,0.0,0,5,9.0,103.0,7254,272086,6
3952070,2120083,0,0.0,0,17,75.0,172.0,5028,756765,1
2206524,3092621,1,0.07383035914027619,0,52,12.0,70.0,5028,756765,1
1831937,208634,0,0.0,0,8,9.0,96.0,1559,155347,1
2423785,3604819,0,0.0,0,14,7.0,15.0,806,34782,1
4484093,192752,0,0.0,0,21,26.0,162.0,5291,213557,10
1761173,2048708,0,0.0,0,18,16.0,25.0,1690,102546,2
1182650,485640,0,0.0,0,21,23.0,56.0,116,8479,1
4163487,1704901,0,0.0,0,86,69.0,208.0,3668,842918,3
4756021,2275249,0,0.0,0,31,20.0,16.0,3024,95598,1
4398018,1527389,0,0.0,0,4,3.0,0.0,1320,508651,2
4258671,2069098,0,0.0,0,32,64.0,102.0,276,6976,1
958959,3783473,0,0.0,0,58,40.0,200.0,5028,756765,1
2623530,3867216,0,0.0,0,32,80.0,197.0,269,8468,1
829643,1797216,0,0.0,0,21,14.0,13.0,874,270651,1
4178366,2961992,0,0.0,0,23,22.0,72.0,5028,756765,1
3764366,4611143,0,0.0,0,6,29.0,43.0,6541,904549,6
805356,1263336,0,0.0,0,6,5.0,28.0,23186,1425365,23
1357719,3962851,0,0.0,0,5,20.0,34.0,319,66526,1
4563906,2995653,0,0.0,0,22,32.0,99.0,1510,123104,3
3981972,2811360,0,0.0,0,164,46.0,219.0,1122,108544,2
2947167,643470,0,0.0,0,35,4.0,61.0,99,608,1
4453537,240461,0,0.0,0,35,17.0,140.0,6626,772877,4
4014664,313177,0,0.0,0,51,44.0,507.0,1520,369384,1
2410290,4685623,0,0.0,0,61,26.0,106.0,472,410947,1
4163280,1849792,0,0.0,0,25,21.0,24.0,3231,139324,5
4572867,3167386,0,0.0,0,7,36.0,108.0,5028,756765,1
3630494,4046096,0,0.0,0,46,59.0,52.0,169,3922,2
658284,1637063,1,0.07383035914027619,0,18,18.0,128.0,5082,827592,2
2717564,1823166,1,0.07383035914027619,0,25,46.0,67.0,6770,972293,3
2940038,4113715,0,0.0,0,5,9.0,12.0,1559,155347,1
80535,3448634,0,0.0,0,23,26.0,12.0,386,46774,1
3385671,714027,0,0.0,0,137,195.0,230.0,15,32,1
1327948,672660,0,0.0,0,18,10.0,109.0,77113,4724311,73
485828,4021423,0,0.0,0,40,28.0,14.0,122,165,2
125210,2294778,0,0.0,0,55,21.0,30.0,25671,1344874,22
3608177,3131463,0,0.0,0,32,94.0,181.0,403,18966,1
1909393,793785,0,0.0,0,377,22.0,27.0,1665,507780,1
1698628,3756367,0,0.0,0,2,2.0,11.0,2624,97933,9
3357355,339677,0,0.0,0,4,2.0,211.0,164,2902,1
3305322,622826,0,0.0,0,19,28.0,67.0,31,2306,1
4211919,1754803,0,0.0,0,17,22.0,353.0,472,410947,1
2713798,3174422,0,0.0,0,54,52.0,374.0,6734,735161,7
2668405,159936,0,0.0,0,37,43.0,537.0,2067,58701,1
771156,2702576,0,0.0,0,60,83.0,210.0,1782,63680,2
1402687,2395035,0,0.0,0,10,10.0,20.0,118,9836,1
2981141,2854587,0,0.0,0,7,16.0,57.0,1520,369384,1
18331,909422,0,0.0,0,16,15.0,54.0,755,52927,3
3733107,353881,0,0.0,0,25,22.0,59.0,3768,146350,3
2688954,4144488,0,0.0,0,21,46.0,157.0,332,10663,1
4486490,2607904,0,0.0,0,3,13.0,7.0,54,70827,1
2890221,3430330,0,0.0,0,39,20.0,77.0,516,417155,2
1972528,3212457,0,0.0,0,1,3.0,21.0,5287,1177169,3
803117,4237366,0,0.0,0,20,7.0,47.0,827,23786,1
1283090,2717843,0,0.0,0,33,67.0,16.0,10591,991870,9
4579537,4555193,0,0.0,0,97,3.0,0.0,472,410947,1
1327138,2900677,2,0.19359332833099074,0,6,15.0,31.0,1281,62279,3
4096142,869869,0,0.0,0,352,54.0,18.0,343,10768,1
3045716,11738,0,0.0,0,95,107.0,274.0,13044,445683,12
719237,1411260,0,0.0,0,131,122.0,399.0,75,300,2
3541541,4125541,0,0.0,0,16,17.0,77.0,302,3194,2
681813,1091062,0,0.0,0,24,65.0,284.0,319,66526,1
1992120,655098,0,0.0,0,15,16.0,210.0,472,410947,1
4645656,3907568,0,0.0,0,10,26.0,24.0,1472,21975,2
1523957,4018513,0,0.0,0,12,28.0,12.0,220,1159,1
2114204,2105659,1,0.07796806287802142,0,15,14.0,58.0,27970,2224608,13
4854382,3303023,1,0.07383035914027619,0,4,8.0,46.0,5276,757972,3
4728872,2029731,0,0.0,0,15,3.0,21.0,1665,507780,1
4247313,3699239,0,0.0,0,3,6.0,37.0,961,67888,1
3665411,3394030,0,0.0,0,15,14.0,37.0,472,410947,1
4306542,2672294,0,0.0,0,7,9.0,14.0,17440,1932021,24
274343,668463,1,0.17815378182121674,0,300,169.0,132.0,11817,973755,4
1170664,2187142,0,0.0,0,26,13.0,87.0,2,3938,1
4022186,1439431,0,0.0,0,5,21.0,10.0,26,85,1
4327965,3961093,0,0.0,0,28,30.0,15.0,364,46170,1
3358926,4538838,0,0.0,0,20,55.0,206.0,1559,155347,1
2794321,825235,0,0.0,0,95,5.0,0.0,1479,10278,1
647860,163626,0,0.0,0,141,140.0,428.0,3024,95598,1
1540331,3878989,0,0.0,0,60,4.0,0.0,33967,556102,26
269252,2548758,0,0.0,0,6,18.0,22.0,874,270651,1
2692426,40791,0,0.0,0,116,123.0,171.0,364,46170,1
3955092,352722,0,0.0,0,1,1.0,0.0,343,10768,1
1450692,524336,0,0.0,0,46,64.0,238.0,1363,12122,7
2911516,3783970,0,0.0,0,10,27.0,28.0,5037,612366,3
379266,915207,0,0.0,0,16,37.0,110.0,9670,749070,7
4578616,4038208,0,0.0,0,78,77.0,498.0,24,253,1
1258335,1803389,1,0.07383035914027619,0,81,48.0,86.0,6865,786028,4
1319545,3638670,0,0.0,0,91,181.0,311.0,225,1759,1
3693634,2121033,0,0.0,0,21,9.0,172.0,5028,756765,1
674419,4131540,1,0.07383035914027619,0,68,82.0,141.0,6708,1062198,3
4641648,79320,0,0.0,0,12,22.0,7.0,1520,369384,1
2144033,2014336,0,0.0,0,15,23.0,51.0,2165,61470,3
1778630,4451773,0,0.0,0,20,24.0,46.0,67707,3300948,65
4476596,33469,0,0.0,0,1648,180.0,149.0,472,410947,1
2171358,1654478,0,0.0,0,52,67.0,397.0,1507,93250,4
4681820,2989156,0,0.0,0,19,5.0,0.0,1665,507780,1
1185404,3893521,0,0.0,0,15,38.0,179.0,7951,312669,10
3737661,580364,0,0.0,0,119,160.0,392.0,5028,756765,1
1615945,696307,0,0.0,0,5,20.0,104.0,25,3164,1
1307098,2943731,0,0.0,0,11,3.0,27.0,332,10663,1
482710,3707701,0,0.0,0,12,1.0,0.0,308,33772,1
4767939,2707046,0,0.0,0,123,58.0,228.0,314,2908,1
3573936,1068124,0,0.0,0,44,83.0,255.0,3295,396838,1
982892,2658764,0,0.0,0,55,23.0,98.0,5028,756765,1
1074142,136950,0,0.0,0,4,4.0,158.0,472,410947,1
2753279,737957,0,0.0,0,119,200.0,321.0,3643,57558,5
1737917,4675029,0,0.0,0,2,2.0,66.0,319,66526,1
2181615,4436953,0,0.0,0,11,4.0,67.0,386,46774,1
3239343,4205891,0,0.0,0,2,1.0,0.0,10592,591837,11
264293,2963456,0,0.0,0,1,2.0,35.0,5460,775488,4
3005396,2433536,0,0.0,0,73,74.0,239.0,1520,369384,1
4859516,447699,0,0.0,0,1,8.0,48.0,1114,67656,1
3273043,653122,0,0.0,0,25,32.0,1.0,159,8997,1
4429855,2823957,0,0.0,0,32,26.0,125.0,1520,369384,1
4538060,2996322,0,0.0,0,7,9.0,109.0,248,52901,1
2648566,341470,0,0.0,0,6,2.0,10.0,1520,369384,1
2725444,3760613,0,0.0,0,12,29.0,200.0,5028,756765,1
2146363,1062658,0,0.0,0,63,51.0,40.0,5028,756765,1
2335133,1297757,0,0.0,0,65,144.0,425.0,11011,1315544,7
175754,1925899,0,0.0,0,58,153.0,178.0,39065,2863036,27
3971343,2914149,0,0.0,0,8,18.0,28.0,1520,369384,1
2212253,3228032,0,0.0,0,17,38.0,26.0,1902,87180,4
4015110,503263,1,0.07383035914027619,0,189,44.0,54.0,5028,756765,1
3983334,1639524,0,0.0,0,2,1.0,0.0,848,97704,1
